bridge_key,score,match_type,bridge_classification,native_value,layers,bridge_paths,native_locations
fa_earhelix_nl_ixx_l_m,115,normalized,morph_candidate,fa_earHelix_NL_IXX_L_M,fat,$.entries[231].normalized,cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593]
fa_earhelix_nl_sxx_l_m,115,normalized,morph_candidate,fa_earHelix_NL_SXX_L_M,fat,$.entries[229].normalized,cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593]
fa_earhelix_nr_ixx_l_m,115,normalized,morph_candidate,fa_earHelix_NR_IXX_L_M,fat,$.entries[232].normalized,cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593]
fa_earhelix_nr_sxx_l_m,115,normalized,morph_candidate,fa_earHelix_NR_SXX_L_M,fat,$.entries[230].normalized,cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593]
fa_forehead_nl_xlx_d_u,115,normalized,morph_candidate,fa_forehead_NL_XLX_D_U,fat,$.entries[45].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_forehead_nl_xlx_l_m,115,normalized,morph_candidate,fa_forehead_NL_XLX_L_M,fat,$.entries[44].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_forehead_nn_xmx_d_u,115,normalized,morph_candidate,fa_forehead_NN_XMX_D_U,fat,$.entries[43].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_forehead_nn_xmx_l_m,115,normalized,morph_candidate,fa_forehead_NN_XMX_L_M,fat,$.entries[42].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_forehead_nr_xlx_d_u,115,normalized,morph_candidate,fa_forehead_NR_XLX_D_U,fat,$.entries[47].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_forehead_nr_xlx_l_m,115,normalized,morph_candidate,fa_forehead_NR_XLX_L_M,fat,$.entries[46].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_lip_nl_ixx_d_u,115,normalized,morph_candidate,fa_lip_NL_IXX_D_U,fat,$.entries[501].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_lip_nl_ixx_l_m,115,normalized,morph_candidate,fa_lip_NL_IXX_L_M,fat,$.entries[500].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_lip_nl_sxx_d_u,115,normalized,morph_candidate,fa_lip_NL_SXX_D_U,fat,$.entries[497].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_lip_nl_sxx_l_m,115,normalized,morph_candidate,fa_lip_NL_SXX_L_M,fat,$.entries[496].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_lip_nr_ixx_d_u,115,normalized,morph_candidate,fa_lip_NR_IXX_D_U,fat,$.entries[503].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_lip_nr_ixx_l_m,115,normalized,morph_candidate,fa_lip_NR_IXX_L_M,fat,$.entries[502].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_lip_nr_sxx_d_u,115,normalized,morph_candidate,fa_lip_NR_SXX_D_U,fat,$.entries[499].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_lip_nr_sxx_l_m,115,normalized,morph_candidate,fa_lip_NR_SXX_L_M,fat,$.entries[498].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fa_nose_nn_xxx_l_m,115,normalized,morph_candidate,fa_nose_NN_XXX_L_M,fat,$.entries[319].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_fce_head_features.npz::morph_fat.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_fat.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_geometry_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_fat.npy shape=[184] | cache\cranium_head_features.npz::morph_fat.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fl_chincleft_nn_xxx_d_u,115,normalized,morph_candidate,fl_chinCleft_NN_XXX_D_U,flesh,$.entries[576].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fl_chincleft_nn_xxx_sl_sr,115,normalized,morph_candidate,fl_chinCleft_NN_XXX_SL_SR,flesh,$.entries[577].normalized,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
fl_eyelids_nl_icx_d_u,115,normalized,morph_candidate,fl_eyelids_NL_ICX_D_U,flesh,$.entries[115].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_icx_n_w,115,normalized,morph_candidate,fl_eyelids_NL_ICX_N_W,flesh,$.entries[117].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_icx_r_a,115,normalized,morph_candidate,fl_eyelids_NL_ICX_R_A,flesh,$.entries[116].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_ilx_d_u,115,normalized,morph_candidate,fl_eyelids_NL_ILX_D_U,flesh,$.entries[121].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_ilx_n_w,115,normalized,morph_candidate,fl_eyelids_NL_ILX_N_W,flesh,$.entries[123].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_ilx_r_a,115,normalized,morph_candidate,fl_eyelids_NL_ILX_R_A,flesh,$.entries[122].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_imx_d_u,115,normalized,morph_candidate,fl_eyelids_NL_IMX_D_U,flesh,$.entries[127].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_imx_n_w,115,normalized,morph_candidate,fl_eyelids_NL_IMX_N_W,flesh,$.entries[129].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_imx_r_a,115,normalized,morph_candidate,fl_eyelids_NL_IMX_R_A,flesh,$.entries[128].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_scx_d_u,115,normalized,morph_candidate,fl_eyelids_NL_SCX_D_U,flesh,$.entries[134].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_scx_f,115,normalized,morph_candidate,fl_eyelids_NL_SCX_F,flesh,$.entries[133].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_scx_n_w,115,normalized,morph_candidate,fl_eyelids_NL_SCX_N_W,flesh,$.entries[136].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_scx_r_a,115,normalized,morph_candidate,fl_eyelids_NL_SCX_R_A,flesh,$.entries[135].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_slx_d_u,115,normalized,morph_candidate,fl_eyelids_NL_SLX_D_U,flesh,$.entries[141].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_slx_n_w,115,normalized,morph_candidate,fl_eyelids_NL_SLX_N_W,flesh,$.entries[143].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
fl_eyelids_nl_slx_r_a,115,normalized,morph_candidate,fl_eyelids_NL_SLX_R_A,flesh,$.entries[142].normalized,cache\cranium_fce_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_flesh.npy shape=[585] | cache\cranium_fce_photo_bridge.npz::morph_flesh.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_flesh.npy shape=[593] | cache\cranium_head_features.npz::headers_flesh.npy shape=[232] | cache\cranium_head_features.npz::morph_flesh.npy shape=[593]
